SYMBOL,OPEN,HIGH,LOW,PREV. CLOSE,COMPANY,NAME OF THE ACQUIRER/DISPOSER,VALUE OF SECURITY (ACQUIRED/DISPLOSED),ACQUISITION/DISPOSAL TRANSACTION TYPE,TOTAL ACQUISTION (SHARES/VOTING RIGHTS/WARRANTS/ CONVERTIBLE SECURITIES/ ANY OTHER INSTRUMENT),PROMOTER & PROMOTER GROUP (A),MARKET,SERIES,SECURITY,PREV_CL_PR
INTLCONV,,,,,International Conveyors Limited,Elpro International Limited,868769,Buy,,70.07,,,,
INTLCONV,,,,,International Conveyors Limited,Elpro International Limited,1086577,Buy,,70.07,,,,
INTLCONV,,,,,International Conveyors Limited,Elpro International Limited,1407676,Buy,,70.07,,,,
IOLCP,,,,,IOL Chemicals and Pharmaceuticals Limited,,,,,52.62,,,,
IPCALAB,,,,,IPCA Laboratories Limited,Pawan Kothari,3136908,Sell,,44.72,,,,
IPCALAB,,,,,IPCA Laboratories Limited,Kaygee Investments Private Limited,0,Buy,,44.72,,,,
IPCALAB,,,,,IPCA Laboratories Limited,Mexin Medicaments Pvt. Ltd.,0,Sell,,44.72,,,,
IPCALAB,,,,,IPCA Laboratories Limited,Paschim Chemicals Private Limited,0,Sell,,44.72,,,,
IPHL,,,,,,,,,,,N,SM,INDIAN PHOSPHATE LIMITED,52.9
IPL,,,,,India Pesticides Limited,Mr. Anand Swarup Agarwal,0,Buy,,63.65,,,,
IPL,,,,,India Pesticides Limited,Pramod Swarup Agarwal,0,Buy,,63.65,,,,
IPL,,,,,India Pesticides Limited,Mrs. Sudha Agarwal,0,Buy,,63.65,,,,
IPL,,,,,India Pesticides Limited,Virendra Swarup Agarwal,0,Buy,,63.65,,,,
IPSL,,,,,,,,,,,N,SM,INTEGRATED PERSO SER LTD,308.65
ISHAN,,,,,,,,,,,N,SM,ISHAN INTERNATIONAL LTD,0.9
ISHANCH,,,,,Ishan Dyes and Chemicals Limited,Anilaben Piyushbhai Patel,144423468,Buy,,37.48,,,,
ISHANCH,,,,,Ishan Dyes and Chemicals Limited,Anilaben Piyushbhai Patel,144423468,Buy,,37.48,,,,
ISHANCH,,,,,Ishan Dyes and Chemicals Limited,Piyushbhai Natvarlal Patel,144423468,Buy,,37.48,,,,
ISHANCH,,,,,Ishan Dyes and Chemicals Limited,Piyushbhai Natvarlal Patel,144423468,Buy,,37.48,,,,
ITALIANE,,,,,,,,,,,N,SM,ITALIAN EDIBLES LIMITED,36.15
ITBEES,,,,,Nippon Life India Asset Management Limited,,,,,72.1,,,,
ITC,415.95,416.25,413.45,415.95,,,,,,,,,,
ITTL,,,,,,,,,,,N,ST,INNOVATIVE TYRE & TUBE LT,95.0
IWARE,,,,,,,,,,,N,ST,IWARE SUPPLYCHAIN SER LTD,126.9
JAINIK,,,,,,,,,,,N,ST,JAINIK POWER CABLES LTD,135.0
JAKHARIA,,,,,,,,,,,N,ST,JAKHARIA FABRIC LIMITED,142.9
JASH,,,,,Jash Engineering Limited,Bhairavi Patel,42019750,Sell,,43.4,,,,
JASH,,,,,Jash Engineering Limited,Patamin Investments Pvt Ltd.,41953214,Buy,,43.4,,,,
JASH,,,,,Jash Engineering Limited,Patamin Investments Pvt Ltd.,3112317,Buy,,43.4,,,,
JAYAGROGN,,,,,Jayant Agro Organics Limited,Sandeep S. Udeshi,0,Buy,,67.12,,,,
JAYAGROGN,,,,,Jayant Agro Organics Limited,"Bharat M. Udeshi, Vikram V. Udeshi and Abhay V. Udeshi on behalf of Bharat M. Udeshi Family Trust",0,Buy,,67.12,,,,
JAYAGROGN,,,,,Jayant Agro Organics Limited,"Mr. Sudhir V. Udeshi, Mr. Hemant V. Udeshi and Mr. Hitesh V. Udeshi on behalf of Udeshi Trust",0,Sell,,67.12,,,,
JAYAGROGN,,,,,Jayant Agro Organics Limited,Abhay V. Udeshi,0,Buy,,67.12,,,,
JAYAGROGN,,,,,Jayant Agro Organics Limited,Hemant V. Udeshi,0,Buy,,67.12,,,,
JAYAGROGN,,,,,Jayant Agro Organics Limited,Subhash V. Udeshi,0,Buy,,67.12,,,,
JAYAGROGN,,,,,Jayant Agro Organics Limited,Vikram V. Udeshi,0,Buy,,67.12,,,,
JAYAGROGN,,,,,Jayant Agro Organics Limited,Varun A. Udeshi,0,Buy,,67.12,,,,
JAYAGROGN,,,,,Jayant Agro Organics Limited,Dhayvat H. Udeshi,0,Buy,,67.12,,,,
JAYAGROGN,,,,,Jayant Agro Organics Limited,"Hitesh J. Udeshi, Vikram V. Udeshi and Abhay V. Udeshi on behalf of Jayraj G. Udeshi Family Trust",0,Buy,,67.12,,,,
JAYAGROGN,,,,,Jayant Agro Organics Limited,Bharat M. Udeshi,0,Buy,,67.12,,,,
JAYAGROGN,,,,,Jayant Agro Organics Limited,Hitesh J. Udeshi,0,Buy,,67.12,,,,
JAYAGROGN,,,,,Jayant Agro Organics Limited,"Abhay V. Udeshi, Vikram V. Udeshi and  Hemant V. Udeshi on behalf of Abhay V. Udeshi Family Trust",0,Buy,,67.12,,,,
JAYAGROGN,,,,,Jayant Agro Organics Limited,"Hemant V. Udeshi, Vikram V. Udeshi and Abhay V. Udeshi on behalf of Hemant V. Udeshi Family Trust",0,Buy,,67.12,,,,
JAYAGROGN,,,,,Jayant Agro Organics Limited,"Subhash V. Udeshi, Vikram V. Udeshi and Abhay V. Udeshi on behalf of Subhash V. Udeshi Family Trust",0,Buy,,67.12,,,,
JAYAGROGN,,,,,Jayant Agro Organics Limited,"Vikram V. Udeshi, Abhay V. Udeshi and Hemant V. Udeshi on behalf of Vikram V. Udeshi Family Trust",0,Buy,,67.12,,,,
JAYAGROGN,,,,,Jayant Agro Organics Limited,"Varun A. Udeshi, Vikram V. Udeshi and Abhay V. Udeshi on behalf of Varun A. Udeshi Family Trust",0,Buy,,67.12,,,,
JAYAGROGN,,,,,Jayant Agro Organics Limited,"Dhayvat H. Udeshi, Abhay V. Udeshi and Vikram V. Udeshi on behalf of Dhayvat H. Udeshi Family Trust",0,Buy,,67.12,,,,
JAYAGROGN,,,,,Jayant Agro Organics Limited,"Sandeep S. Udeshi, Abhay V. Udeshi and Vikram V. Udeshi on behalf of Sandeep S. Udeshi Family Trust",0,Buy,,67.12,,,,
JAYBEE,,,,,,,,,,,N,SM,JAY BEE LAMINATIONS LTD,201.1
JAYNECOIND,,,,,Jayaswal Neco Industries Limited,JAYASWAL NECO METALLICS PRIVATE LIMITED,9927423,Pledge,,55.15,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Narayan Prasad Saraf,435246,Sell,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Jason Nestor Vincent D'Souza,1966579,Pledge Revoke,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Narayan Prasad Saraf,435246,Pledge Revoke,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Jason Nestor Vincent D'Souza,1966579,Sell,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Suresh Amin,969024,Pledge Revoke,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Suresh Amin,969024,Sell,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Pradeep Kumar Singh,4888862,Pledge Revoke,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Pradeep Kumar Singh,4888862,Sell,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Nikhil Ashokkumar Chopra,41941233,Sell,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Nikhil Ashokkumar Chopra,32851960,Sell,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Nikhil Ashokkumar Chopra,41941233,Pledge Revoke,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Nikhil Ashokkumar Chopra,32851960,Pledge Revoke,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Nikhil Ashokkumar Chopra,1643501,Sell,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Nikhil Ashokkumar Chopra,1643501,Pledge Revoke,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Nikhil Ashokkumar Chopra,115420543,Sell,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Nikhil Ashokkumar Chopra,115420543,Pledge Revoke,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,A.R. Subramanian,3237510,Pledge Revoke,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Nikhil Ashokkumar Chopra,37921241,Pledge Revoke,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,A.R. Subramanian,3237510,Sell,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Nikhil Ashokkumar Chopra,37921241,Sell,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Jason Nestor Vincent D'Souza,5427152,Pledge,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Nikhil Ashokkumar Chopra,230478112,Pledge,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Nikhil Ashokkumar Chopra,229101126,Buy,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Jason Nestor Vincent D'Souza,5394728,Buy,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Bhagwat Singh Deora,1370960,Buy,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Satya Prakash Thakur,6701326,Sell,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Manish Gumber,4455620,Buy,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Suresh Amin,1518410,Sell,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Suresh Bhise,15590122,Sell,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Suresh Bhise,15590122,Pledge Revoke,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Suresh Amin,1518410,Pledge Revoke,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Amit Pradeep Nayak,10874660,Pledge,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Nikhil Ashokkumar Chopra,173905190,Pledge Revoke,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Nikhil Ashokkumar Chopra,173905190,Sell,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Amarendra Kumar,3394593,Pledge Revoke,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Amarendra Kumar,3394593,Sell,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Himanshu Praful Ranvah,1383219,Pledge Revoke,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,A.R. Subramanian,5920121,Pledge,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Nikhil Ashokkumar Chopra,175880000,Pledge,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Issac Lazarus Thomas,3299509,Pledge,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Manish Dineshkumar Shah,44949,Sell,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Malvikaben Shah,2631833,Sell,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Himanshu Praful Ranvah,1383219,Sell,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Suresh Amin,2567848,Pledge,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Amarendra Kumar,3426142,Pledge,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Jason Nestor Vincent D'Souza,3536579,Sell,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Jason Nestor Vincent D'Souza,3536579,Pledge Revoke,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Amin Roy,2221320,Pledge,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Himanshu Praful Ranvah,1384000,Pledge,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Vikrant Chandrakant Bendre,1038000,Pledge,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Nikhil Ashokkumar Chopra,171030000,Buy,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Sridhar Bharadwaj,30531040,Pledge,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Amit Mahla,10574785,Buy,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Suresh Amin,2497038,Buy,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Amarendra Kumar,3331664,Buy,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Issac Lazarus Thomas,3208523,Buy,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,A.R. Subramanian,5756870,Buy,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Amin Roy,2171116,Buy,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Vikrant Chandrakant Bendre,1014540,Buy,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Sheetal Dandekar,1701045,Buy,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Sridhar Bharadwaj,29841003,Buy,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Himanshu Praful Ranvah,1352720,Buy,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Nikhil Ashokkumar Chopra,85454571,Pledge Revoke,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Nikhil Ashokkumar Chopra,85454571,Sell,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Parmeshwar Bang,887433,Sell,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Jason Nestor Vincent D'Souza,2536539,Pledge Revoke,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Nikhil Ashokkumar Chopra,125137732,Sell,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Jason Nestor Vincent D'Souza,2536539,Sell,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Narayan Prasad Saraf,3001824,Pledge Revoke,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Nikhil Ashokkumar Chopra,125137732,Pledge Revoke,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Narayan Prasad Saraf,3001824,Sell,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Nikhil Ashokkumar Chopra,203243029,Pledge Revoke,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Narayan Prasad Saraf,32713500,Pledge Revoke,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Dr. Sujay Rajhans,2028000,Pledge Revoke,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Narayan Prasad Saraf,32713500,Sell,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Nikhil Ashokkumar Chopra,203243029,Sell,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Nikhil Ashokkumar Chopra,93380017,Pledge Revoke,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Suresh Bhise,15622882,Pledge,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Nikhil Ashokkumar Chopra,93380017,Sell,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Nikhil Ashokkumar Chopra,434500000,Pledge,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Nikhil Ashokkumar Chopra,422500000,Buy,,47.56,,,,
JBCHEPHARM,,,,,JB Chemicals & Pharmaceuticals Limited,Suresh Bhise,15191410,Buy,,47.56,,,,
JETFREIGHT,,,,,Jet Freight Logistics Limited,Dax Francis Theknath,2449100,Pledge,,50.92,,,,
JEYYAM,,,,,,,,,,,N,SM,JEYYAM GLOBAL FOODS LTD,57.85
JFLLIFE,,,,,,,,,,,N,SM,JFL LIFE SCIENCES LIMITED,12.95
JINDALSTEL,,,,,JINDAL STEEL LIMITED,Sushil Bhuwalka,3588809,Buy,,62.37,,,,
JINDALSTEL,,,,,JINDAL STEEL LIMITED,Jindal Power Limited,5265964,Buy,,62.37,,,,
JINDALSTEL,,,,,JINDAL STEEL LIMITED,Jindal Power Limited,83384584,Buy,,62.37,,,,
JIOFIN,310.00,311.15,307.70,309.05,Jio Financial Services Limited,Jamnagar Utilities & Power Private Limited,19781250000,Buy,,47.12,,,,
JIOFIN,310.00,311.15,307.70,309.05,Jio Financial Services Limited,Sikka Ports & Terminals Limited,19781250000,Buy,,47.12,,,,
JIWANRAM,,,,,,,,,,,N,SM,JIWANRAM SHEODUTTRA IND L,7.9
JMFINANCIL,,,,,JM Financial Limited,Ashish Chaturmohta,2071800,Buy,,56.6,,,,
JMFINANCIL,,,,,JM Financial Limited,Anuj Kapoor,3453000,Buy,,56.6,,,,
JSL,,,,,Jindal Stainless Limited,JSL OVERSEAS HOLDING LTF,880112861,Buy,,61.23,,,,
JSL,,,,,Jindal Stainless Limited,VIRTUOUS TRADECORP PVT LTD,249861316,Buy,,61.23,,,,
JSL,,,,,Jindal Stainless Limited,RAJEEV RANJAN,1274875,Sell,,61.23,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,19380,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,572483,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,87540,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,573030,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,1270625,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,12526,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,134350,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,40625,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,395718,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,254680,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,173701,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,2340951,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,155623,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,4519175,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,606595,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,448330,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees ESOP Trust,363720,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,2019766,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,160160,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees ESOP Trust,311760,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,540730,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,1873461,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,1694370,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,11724,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,221680,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,7827517,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,691219,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,2010326,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,1587080,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,9093097,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,657140,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,2751822,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,2055790,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,17158368,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,550750,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,12406982,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,4085540,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,11425854,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,3572961,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees ESOP Trust,363720,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,419169,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,24997871,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees ESOP Trust,51960,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,12484429,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,19933255,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,25218432,Sell,,69.27,,,,
JSWENERGY,,,,,JSW Energy Limited,JSW Energy Employees Welfare Trust,26170,Sell,,69.27,,,,
JSWSTEEL,"1,140.00","1,151.00","1,131.50","1,138.20",JSW Steel Limited,JSW Steel Employees Welfare Trust ?  OPJ ESOP Plan 2021 A/c,7155,Sell,,45.32,,,,
JSWSTEEL,"1,140.00","1,151.00","1,131.50","1,138.20",JSW Steel Limited,JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi  Plan 2021 A/c,17262,Sell,,45.32,,,,
JSWSTEEL,"1,140.00","1,151.00","1,131.50","1,138.20",JSW Steel Limited,JSW Steel Employees Welfare Trust ?  OPJ ESOP Plan 2021 A/c,204454,Sell,,45.32,,,,
JSWSTEEL,"1,140.00","1,151.00","1,131.50","1,138.20",JSW Steel Limited,JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi  Plan 2021 A/c,1539511,Sell,,45.32,,,,
JSWSTEEL,"1,140.00","1,151.00","1,131.50","1,138.20",JSW Steel Limited,JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi  Plan 2021 A/c,411421,Sell,,45.32,,,,
JSWSTEEL,"1,140.00","1,151.00","1,131.50","1,138.20",JSW Steel Limited,JSW Steel Employees Welfare Trust ?  OPJ ESOP Plan 2021 A/c,3649968,Sell,,45.32,,,,
JSWSTEEL,"1,140.00","1,151.00","1,131.50","1,138.20",JSW Steel Limited,JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi  Plan 2021 A/c,25784,Sell,,45.32,,,,
JSWSTEEL,"1,140.00","1,151.00","1,131.50","1,138.20",JSW Steel Limited,JSW Steel Employees Welfare Trust ?  OPJ ESOP Plan 2021 A/c,6674,Sell,,45.32,,,,
JSWSTEEL,"1,140.00","1,151.00","1,131.50","1,138.20",JSW Steel Limited,JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi  Plan 2021 A/c,793293,Sell,,45.32,,,,
JSWSTEEL,"1,140.00","1,151.00","1,131.50","1,138.20",JSW Steel Limited,JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi  Plan 2021 A/c,89729,Sell,,45.32,,,,
JSWSTEEL,"1,140.00","1,151.00","1,131.50","1,138.20",JSW Steel Limited,JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi  Plan 2021 A/c,1745568,Sell,,45.32,,,,
JSWSTEEL,"1,140.00","1,151.00","1,131.50","1,138.20",JSW Steel Limited,JSW Steel Employees Welfare Trust ?  OPJ ESOP Plan 2021 A/c,41169,Sell,,45.32,,,,
JSWSTEEL,"1,140.00","1,151.00","1,131.50","1,138.20",JSW Steel Limited,JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi  Plan 2021 A/c,15159,Sell,,45.32,,,,
JSWSTEEL,"1,140.00","1,151.00","1,131.50","1,138.20",JSW Steel Limited,JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi  Plan 2021 A/c,2567116,Sell,,45.32,,,,
JSWSTEEL,"1,140.00","1,151.00","1,131.50","1,138.20",JSW Steel Limited,JSW Steel Employees Welfare Trust ?  OPJ ESOP Plan 2021 A/c,134340,Sell,,45.32,,,,
JSWSTEEL,"1,140.00","1,151.00","1,131.50","1,138.20",JSW Steel Limited,JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi  Plan 2021 A/c,1489114,Sell,,45.32,,,,
JSWSTEEL,"1,140.00","1,151.00","1,131.50","1,138.20",JSW Steel Limited,JSW Steel Employees Welfare Trust ?  OPJ ESOP Plan 2021 A/c,25849,Sell,,45.32,,,,
JSWSTEEL,"1,140.00","1,151.00","1,131.50","1,138.20",JSW Steel Limited,JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi  Plan 2021 A/c,128629,Sell,,45.32,,,,
